model_name,score,rank
Ministral 14B (Dec '25),30.0,177
Solar Pro 2,30.0,177
QwQ-32B,29.0,180
Qwen3 Coder 30B A3B,29.0,180
Devstral Small,29.0,180
Mistral Small 3.2,27.0,183
GPT-5 nano (minimal),27.0,183
Qwen3 VL 8B,27.0,183
NVIDIA Nemotron Nano 12B v2 VL,27.0,183
GPT-4o (Mar),26.0,187
DeepSeek V3 (Dec),26.0,187
GLM-4.6V,26.0,187
Qwen3 VL 4B,26.0,187
LFM2 8B A1B,25.0,191
Qwen3 235B,24.0,192
GPT-4.1 nano,24.0,192
Qwen3 8B,24.0,192
Exaone 4.0 1.2B,24.0,192
Gemini 2.0 Flash,22.0,196
Qwen3 30B,22.0,196
Qwen3 4B,22.0,196
Ministral 3B (Dec '25),22.0,196
DeepSeek R1 Distill Qwen 1.5B,22.0,196
Claude 3.7 Sonnet,21.0,201
Gemma 3 27B,21.0,201
Qwen3 32B,20.0,203
Llama 4 Maverick,19.0,204
Qwen3 8B,19.0,204
Phi-4,18.0,206
Gemma 3 12B,18.0,206
Qwen3 0.6B,18.0,206
Nova Premier,17.0,209
Hermes 4 405B,15.0,210
GLM-4.5V,15.0,210
GPT-4o mini,15.0,210
MiniMax M1 40k,14.0,213
Qwen2.5 72B,14.0,213
Llama 4 Scout,14.0,213
Mistral Large 2 (Nov),14.0,213
Granite 4.0 H Small,14.0,213
Gemma 3n E4B,14.0,213
Command A,13.0,219
NVIDIA Nemotron 3 Nano,13.0,219
Gemma 3 4B,13.0,219
Hermes 4 70B,11.0,222
Llama 3.1 Nemotron 70B,11.0,222
Jamba Reasoning 3B,11.0,222
Gemma 3n E2B,10.0,225
Qwen3 0.6B,10.0,225
Llama 3.3 70B,8.0,227
Llama Nemotron Super 49B v1.5,8.0,227
Llama 3.3 Nemotron Super 49B,8.0,227
LFM2 2.6B,8.0,227
Nova Pro,7.0,231
Nova Lite,7.0,231
Phi-4 Mini,7.0,231
Granite 3.3 8B,7.0,231
Qwen3 1.7B,7.0,231
GPT-4o (Nov),6.0,236
Nova Micro,6.0,236
Granite 4.0 Micro,6.0,236
Granite 4.0 H 1B,6.0,236
Granite 4.0 1B,6.0,236
Devstral Medium,5.0,241
Mistral Small 3.1,4.0,242
Llama 3.1 70B,4.0,242
Mistral Small 3,4.0,242
Llama 3.1 8B,4.0,242
Llama 3.1 405B,3.0,246
OLMo 2 32B,3.0,246
Llama 3.2 3B,3.0,246
LFM2 1.2B,3.0,246
Gemma 3 1B,3.0,246
Pixtral Large,2.0,251
Jamba 1.7 Large,2.0,251
Llama 3.2 11B (Vision),2.0,251
Gemma 3 270M,2.0,251
OLMo 2 7B,1.0,255
Granite 4.0 H 350M,1.0,255
Mistral Large 2 (Jul),0.0,257
Jamba 1.7 Mini,0.0,257
Phi-3 Mini,0.0,257
Molmo 7B-D,0.0,257
Llama 3.2 1B,0.0,257
Granite 4.0 350M,0.0,257
