model_name,score,rank
GPT-4o (Mar),43.0,163
Grok 3,43.0,163
Ling-mini-2.0,43.0,163
Qwen3 Omni 30B A3B Non-Thinking,42.0,166
Solar Pro 2 Non-Thinking,42.0,166
DeepSeek V3 0324,41.0,168
GLM-4.6V Non-Thinking,41.0,168
Gemini 2.5 Flash Non-Thinking 2504,41.0,168
Mistral Medium 3.1,41.0,168
Qwen3 8B Thinking,41.0,168
Gemini 2.5 Flash-Lite Non-Thinking,40.0,173
Grok 4 Fast Non-Thinking,40.0,173
Grok 4.1 Fast Non-Thinking,40.0,173
Llama 4 Maverick,40.0,173
MiMo-V2-Flash Non-Thinking,40.0,173
Mistral Medium 3,40.0,173
Qwen3 Coder 30B A3B,40.0,173
Claude 3.7 Sonnet Non-Thinking,39.0,180
K2-V2 (low),39.0,180
Solar Pro 2 Preview Non-Thinking,39.0,180
Claude 3.5 Sonnet (Oct),38.0,183
DeepSeek R1 Distill Qwen 14B,38.0,183
Kimi Linear 48B A3B Instruct,38.0,183
Qwen3 4B 2507 Non-Thinking,38.0,183
DeepSeek V3 (Dec),36.0,187
NVIDIA Nemotron 3 Nano Non-Thinking,36.0,187
Qwen2.5 Max,36.0,187
Devstral Small 2,35.0,190
GLM-4.5V Non-Thinking,35.0,190
Gemini 2.0 Pro Experimental,35.0,190
Ministral 14B (Dec '25),35.0,190
NVIDIA Nemotron Nano 12B v2 VL Non-Thinking,35.0,190
Nova 2.0 Lite,35.0,190
Qwen3 VL 8B Thinking,35.0,190
Devstral Medium,34.0,197
QwQ 32B-Preview,34.0,197
Qwen3 235B Non-Thinking,34.0,197
GPT-4.1 nano,33.0,200
GPT-4o (May),33.0,200
Gemini 2.0 Flash,33.0,200
Qwen3 VL 8B Non-Thinking,33.0,200
GPT-4o (Aug),32.0,204
Gemini 1.5 Pro (Sep),32.0,204
Gemini 2.0 Flash Thinking exp. (Jan),32.0,204
Nova Premier,32.0,204
Qwen3 30B Non-Thinking,32.0,204
Qwen3 VL 4B Thinking,32.0,204
Claude 3.5 Haiku,31.0,210
GPT-4o (Nov),31.0,210
Llama 3.1 405B,31.0,210
Nova 2.0 Omni,31.0,210
Qwen3 1.7B Thinking,31.0,210
Llama 4 Scout,30.0,215
Ministral 8B (Dec '25),30.0,215
Qwen2.5 Coder 32B,30.0,215
Sonar,30.0,215
Command A,29.0,219
Exaone 4.0 1.2B Non-Thinking,29.0,219
GPT-4 Turbo,29.0,219
Llama 3.3 70B,29.0,219
Llama Nemotron Super 49B v1.5 Non-Thinking,29.0,219
Mistral Large 2 (Nov),29.0,219
Qwen3 32B Non-Thinking,29.0,219
Qwen3 VL 4B Non-Thinking,29.0,219
Tulu3 405B,29.0,219
Claude 3 Opus,28.0,228
Llama 3.3 Nemotron Super 49B Non-Thinking,28.0,228
Llama 3.3 Nemotron Super 49B Thinking,28.0,228
Mistral Small 3.2,28.0,228
Qwen2.5 72B,28.0,228
Qwen3 14B Non-Thinking,28.0,228
Sonar Pro,28.0,228
DeepSeek R1 Distill Llama 70B,27.0,235
DeepSeek R1 Distill Qwen 32B,27.0,235
Gemini 1.5 Flash (Sep),27.0,235
Grok 2,27.0,235
Hermes 4 70B Non-Thinking,27.0,235
Mistral Large 2 (Jul),27.0,235
OLMo 3 7B,27.0,235
Devstral Small (May),26.0,242
Pixtral Large,26.0,242
Devstral Small,25.0,244
Granite 4.0 H Small,25.0,244
Ministral 3B (Dec '25),25.0,244
Mistral Small 3,25.0,244
Qwen2.5 Instruct 32B,25.0,244
Gemini 1.5 Pro (May),24.0,249
Grok Beta,24.0,249
DeepSeek R1 Distill Llama 8B,23.0,251
GPT-4o mini,23.0,251
Llama 3.1 70B,23.0,251
Nova Pro,23.0,251
Phi-4,23.0,251
Qwen3 4B Non-Thinking,23.0,251
Gemini 1.5 Flash-8B,22.0,257
Gemini 2.0 Flash (exp),21.0,258
Jamba Reasoning 3B,21.0,258
Llama 3.2 90B (Vision),21.0,258
Mistral Small 3.1,21.0,258
Claude 2.1,20.0,262
DeepHermes 3 - Mistral 24B,20.0,262
Gemini 1.5 Flash (May),20.0,262
Llama 3 70B,20.0,262
Qwen3 8B Non-Thinking,20.0,262
Gemini 2.0 Flash-Lite (Feb),19.0,267
Hermes 3 - Llama-3.1 70B,19.0,267
Claude 3 Sonnet,18.0,269
Gemini 2.0 Flash-Lite (Preview),18.0,269
Granite 4.0 Micro,18.0,269
Jamba 1.7 Large,18.0,269
Mistral Large (Feb),18.0,269
Claude 2.0,17.0,274
Jamba 1.6 Large,17.0,274
Llama 3.1 Nemotron 70B,17.0,274
Nova Lite,17.0,274
DeepSeek Coder V2 Lite,16.0,278
GLM-4.6V Thinking,16.0,278
Qwen2 72B,16.0,278
Qwen2.5 Turbo,16.0,278
Claude 3 Haiku,15.0,282
Gemma 3n E4B,15.0,282
LFM2 8B A1B,15.0,282
Mixtral 8x22B,15.0,282
Gemma 3 12B,14.0,286
Gemma 3 27B,14.0,286
Gemma 3n E4B (May),14.0,286
Jamba 1.5 Large,14.0,286
Mistral Small (Sep),14.0,286
Nova Micro,14.0,286
Granite 3.3 8B,13.0,292
Phi-4 Mini,13.0,292
Phi-4 Multimodal,13.0,292
Qwen2.5 Coder 7B,13.0,292
Qwen3 1.7B Non-Thinking,13.0,292
Command-R+ (Apr),12.0,297
Gemini 1.0 Pro,12.0,297
Granite 4.0 H 1B,12.0,297
Llama 3.1 8B,12.0,297
OpenChat 3.5,12.0,297
Phi-3 Mini,12.0,297
Qwen3 0.6B Thinking,12.0,297
Claude Instant,11.0,304
Gemma 3 4B,11.0,304
Llama 3.2 11B (Vision),11.0,304
Mistral Small (Feb),11.0,304
Gemma 3n E2B,10.0,308
LFM 40B,10.0,308
Llama 2 Chat 13B,10.0,308
Llama 2 Chat 70B,10.0,308
Llama 3 8B,10.0,308
Mistral Medium,10.0,308
DBRX,9.0,314
DeepHermes 3 - Llama-3.1 8B,9.0,314
LFM2 2.6B,8.0,316
Llama 3.2 3B,8.0,316
DeepSeek R1 Distill Qwen 1.5B,7.0,318
Jamba 1.6 Mini,7.0,318
Mixtral 8x7B,7.0,318
OLMo 2 32B,7.0,318
Qwen3 0.6B Non-Thinking,7.0,318
Jamba 1.5 Mini,6.0,323
Jamba 1.7 Mini,6.0,323
Command-R (Mar),5.0,325
Granite 4.0 1B,5.0,325
Mistral 7B,5.0,325
Molmo 7B-D,4.0,328
OLMo 2 7B,4.0,328
Gemma 3 1B,2.0,330
Granite 4.0 350M,2.0,330
Granite 4.0 H 350M,2.0,330
LFM2 1.2B,2.0,330
Llama 3.2 1B,2.0,330
Gemma 3 270M,0.0,335
Llama 2 Chat 7B,0.0,335
