model_name,score,rank
Llama 4 Maverick,43.0,93
DeepSeek V3.1,42.0,105
Seed-OSS-36B-Instruct,42.0,105
Kimi K2 0905,42.0,105
Kimi K2,42.0,105
MiniMax M1 80k,42.0,105
Claude 4.5 Haiku,42.0,105
Gemini 2.5 Flash-Lite (Sep),42.0,105
Qwen3 30B,42.0,105
OLMo 3 7B Think,42.0,105
ERNIE 5.0 Thinking Preview,41.0,114
Grok Code Fast 1,41.0,114
DeepSeek V3.1 Terminus,41.0,114
Qwen3 Coder 480B,41.0,114
DeepSeek V3 0324,41.0,114
MiniMax M1 40k,41.0,114
Qwen3 14B,41.0,114
Nova 2.0 Lite,41.0,114
Nova 2.0 Omni,41.0,114
K2-V2 (low),41.0,114
DeepSeek R1 0528,40.0,124
MiMo-V2-Flash,40.0,124
Qwen3 Next 80B A3B,40.0,124
Mistral Medium 3.1,40.0,124
Gemini 2.0 Flash,40.0,124
Qwen3 VL 8B,40.0,124
Llama 4 Scout,40.0,124
Llama 3.3 Nemotron Super 49B,40.0,124
DeepSeek R1 (Jan),39.0,132
Qwen3 235B,39.0,132
Qwen3 VL 32B,39.0,132
Gemini 2.5 Flash,39.0,132
QwQ-32B,39.0,132
Mistral Medium 3,39.0,132
ERNIE 4.5 300B A47B,39.0,132
Llama 3.1 405B,39.0,132
GLM-4.5-Air,38.0,140
DeepSeek V3.1,38.0,140
HyperCLOVA X SEED Think (32B),38.0,140
GPT-4.1 mini,38.0,140
Grok 4 Fast,38.0,140
Llama Nemotron Ultra,38.0,140
Devstral 2,38.0,140
Llama 3.3 Nemotron Super 49B,38.0,140
NVIDIA Nemotron 3 Nano,38.0,140
Nova Pro,38.0,140
OLMo 2 32B,38.0,140
Llama Nemotron Super 49B v1.5,37.0,151
GLM-4.6,37.0,151
Grok 4.1 Fast,37.0,151
Solar Pro 2,37.0,151
Qwen3 235B,37.0,151
Qwen2.5 72B,37.0,151
Qwen3 VL 4B,37.0,151
Command A,37.0,151
Gemma 3 12B,37.0,151
EXAONE 4.0 32B,36.0,160
Qwen3 32B,36.0,160
Mistral Large 3,36.0,160
Nova Premier,36.0,160
Ling-1T,35.0,164
Hermes 4 405B,35.0,164
DeepSeek V3 (Dec),35.0,164
Devstral Small,35.0,164
Pixtral Large,35.0,164
Jamba 1.7 Large,35.0,164
Ling-flash-2.0,34.0,170
GLM-4.5V,34.0,170
Qwen3 4B 2507,34.0,170
EXAONE 4.0 32B,34.0,170
Solar Pro 2,34.0,170
Mistral Small 3.2,34.0,170
Qwen3 8B,34.0,170
GPT-4o (Nov),34.0,170
Llama 3.1 70B,34.0,170
Nova Lite,34.0,170
Hermes 4 405B,33.0,180
Qwen3 VL 30B A3B,33.0,180
Qwen3 30B A3B 2507,33.0,180
Qwen3 Coder 30B A3B,33.0,180
GPT-5 nano (minimal),33.0,180
Llama Nemotron Super 49B v1.5,33.0,180
Qwen3 4B,33.0,180
OLMo 3 7B,33.0,180
NVIDIA Nemotron Nano 12B v2 VL,32.0,188
Ministral 14B (Dec '25),32.0,188
Gemini 2.5 Flash-Lite,32.0,188
GPT-4.1 nano,32.0,188
Qwen3 VL 8B,32.0,188
Qwen3 30B,32.0,188
Qwen3 32B,32.0,188
Qwen3 VL 4B,32.0,188
Granite 4.0 H Small,32.0,188
Mistral Large 2 (Jul),32.0,188
Gemma 3 27B,32.0,188
Hermes 4 70B,31.0,199
Devstral Small 2,31.0,199
Qwen3 Omni 30B A3B,31.0,199
Mistral Large 2 (Nov),31.0,199
Llama 3.1 Nemotron 70B,31.0,199
GPT-4o mini,31.0,199
Jamba 1.7 Mini,31.0,199
GLM-4.6V,30.0,206
Devstral Medium,30.0,206
Reka Flash 3,30.0,206
Mistral Small 3.1,30.0,206
Llama 3.2 11B (Vision),30.0,206
Ministral 8B (Dec '25),29.0,211
GLM-4.5V,29.0,211
Hermes 4 70B,29.0,211
Qwen3 8B,29.0,211
Nova Micro,29.0,211
Llama 3.1 8B,29.0,211
NVIDIA Nemotron Nano 9B V2,28.0,217
GLM-4.6V,28.0,217
DeepSeek R1 Distill Llama 70B,28.0,217
Kimi Linear 48B A3B Instruct,28.0,217
Gemma 3n E4B,28.0,217
Gemma 3 4B,28.0,217
NVIDIA Nemotron Nano 9B V2,27.0,223
Qwen3 1.7B,27.0,223
Ministral 3B (Dec '25),27.0,223
Llama 3.1 Nemotron Nano 4B v1.1,26.0,226
NVIDIA Nemotron Nano 12B v2 VL,26.0,226
Mistral Small 3,26.0,226
LFM2 8B A1B,26.0,226
Granite 4.0 H 1B,26.0,226
Llama 3.2 3B,26.0,226
Magistral Medium 1,25.0,232
Magistral Small 1,25.0,232
Exaone 4.0 1.2B,25.0,232
Granite 4.0 Micro,25.0,232
Qwen3 14B,24.0,236
Ling-mini-2.0,24.0,236
Phi-4,24.0,236
Phi-3 Mini,24.0,236
OLMo 2 7B,24.0,236
DeepSeek R1 Distill Qwen 32B,23.0,241
Exaone 4.0 1.2B,23.0,241
Qwen3 0.6B,23.0,241
Llama 3.2 1B,23.0,241
DeepSeek R1 Distill Qwen 14B,22.0,245
Granite 3.3 8B,22.0,245
Gemma 3n E2B,22.0,245
Qwen3 0.6B,22.0,245
LFM2 1.2B,22.0,245
Phi-4 Mini,21.0,250
Qwen3 1.7B,21.0,250
Granite 4.0 1B,21.0,250
DeepSeek R1 0528 Qwen3 8B,20.0,253
LFM2 2.6B,20.0,253
Molmo 7B-D,20.0,253
Gemma 3 1B,20.0,253
DeepSeek R1 Distill Llama 8B,18.0,257
Granite 4.0 H 350M,18.0,257
Granite 4.0 350M,16.0,259
DeepSeek R1 Distill Qwen 1.5B,13.0,260
Gemma 3 270M,12.0,261
