model_name,score,rank
Qwen3 Coder 30B A3B,28.0,172
Nova Premier,28.0,172
Command A,28.0,172
Qwen3 32B,28.0,172
Grok 2,28.0,172
Hermes 4 70B,28.0,172
GLM-4.6V,27.0,186
Solar Pro 2,27.0,186
Qwen3 14B,27.0,186
Qwen2.5 72B,27.0,186
Reka Flash 3,27.0,186
Mistral Small 3.1,27.0,186
Gemini 1.5 Flash (Sep),27.0,186
Llama 3.1 70B,27.0,186
Mistral Large 2 (Jul),27.0,186
Qwen2.5 Coder 32B,27.0,186
Claude 3.5 Haiku,27.0,186
Gemini 1.5 Pro (May),27.0,186
MiMo-V2-Flash,26.0,198
Qwen3 4B 2507,26.0,198
NVIDIA Nemotron Nano 12B v2 VL,26.0,198
Mistral Small 3.2,26.0,198
Llama 3.3 70B,26.0,198
GPT-4.1 nano,26.0,198
Qwen3 30B,26.0,198
Phi-4,26.0,198
Hermes 4 405B,25.0,206
K2-V2 (medium),25.0,206
EXAONE 4.0 32B,25.0,206
Solar Pro 2,25.0,206
Gemini 2.0 Flash-Lite (Feb),25.0,206
Gemini 2.0 Flash-Lite (Preview),25.0,206
Devstral Small (May),25.0,206
Nova 2.0 Lite,24.0,213
Magistral Small 1,24.0,213
Ministral 14B (Dec '25),24.0,213
DeepSeek R1 Distill Qwen 14B,24.0,213
Devstral Small,24.0,213
Llama Nemotron Super 49B v1.5,24.0,213
Mistral Small 3,24.0,213
Mistral Saba,24.0,213
Llama 3.2 90B (Vision),24.0,213
Gemini 2.5 Flash,23.0,222
Sonar,23.0,222
Qwen3 8B,23.0,222
Sonar Pro,23.0,222
Llama 3.3 Nemotron Super 49B,23.0,222
NVIDIA Nemotron 3 Nano,23.0,222
Llama 3.1 Nemotron 70B,23.0,222
Qwen2.5 Instruct 32B,23.0,222
GPT-4o mini,23.0,222
Claude 3 Opus,23.0,222
Qwen2 72B,23.0,222
Gemini 1.5 Flash-8B,23.0,222
DeepHermes 3 - Mistral 24B,23.0,222
Hermes 3 - Llama-3.1 70B,23.0,222
Claude 3 Sonnet,23.0,222
NVIDIA Nemotron Nano 9B V2,22.0,237
GLM-4.5V,22.0,237
Qwen3 VL 8B,22.0,237
K2-V2 (low),22.0,237
NVIDIA Nemotron Nano 9B V2,21.0,241
OLMo 3 7B Think,21.0,241
Ministral 8B (Dec '25),21.0,241
Nova Pro,21.0,241
Granite 4.0 H Small,21.0,241
Gemma 3 27B,21.0,241
Mistral Large (Feb),21.0,241
DeepSeek R1 0528 Qwen3 8B,20.0,248
Kimi Linear 48B A3B Instruct,20.0,248
Gemini 2.5 Flash-Lite,19.0,250
Qwen3 Omni 30B A3B,19.0,250
GLM-4.5V,19.0,250
Jamba 1.7 Large,19.0,250
Llama 3 70B,19.0,250
Mixtral 8x22B,19.0,250
Claude 3 Haiku,19.0,250
Claude 2.0,19.0,250
Qwen3 4B 2507,18.0,258
Gemini 2.5 Flash-Lite,18.0,258
NVIDIA Nemotron Nano 12B v2 VL,18.0,258
Jamba 1.6 Large,18.0,258
Gemini 1.5 Flash (May),18.0,258
Claude 2.1,18.0,258
Ring-flash-2.0,17.0,264
Llama 4 Scout,17.0,264
Qwen3 VL 4B,17.0,264
Qwen3 VL 8B,17.0,264
Qwen3 8B,17.0,264
Qwen3 4B,17.0,264
Gemma 3 12B,17.0,264
Solar Pro 2,16.0,271
Jamba 1.5 Large,16.0,271
Mistral Small (Sep),16.0,271
Qwen2.5 Turbo,15.0,274
Qwen2.5 Coder 7B,15.0,274
Ling-mini-2.0,14.0,276
Qwen3 VL 4B,14.0,276
Ministral 3B (Dec '25),14.0,276
Nova Lite,14.0,276
DeepSeek Coder V2 Lite,14.0,276
Llama 3.1 8B,13.0,281
Mistral Small (Feb),13.0,281
DeepSeek R1 Distill Llama 8B,12.0,283
Granite 4.0 Micro,12.0,283
Mistral Medium,12.0,283
Llama 3 8B,12.0,283
Gemini 1.0 Pro,12.0,283
Llama 2 Chat 13B,12.0,283
Command-R+ (Apr),12.0,283
DBRX,12.0,283
Phi-4 Mini,11.0,291
Llama 3.2 11B (Vision),11.0,291
Phi-4 Multimodal,11.0,291
Llama 3.1 Nemotron Nano 4B v1.1,10.0,294
OLMo 3 7B,10.0,294
Granite 3.3 8B,10.0,294
Jamba 1.6 Mini,10.0,294
Exaone 4.0 1.2B,9.0,298
Nova Micro,9.0,298
Jamba 1.7 Mini,9.0,298
Granite 4.0 1B,9.0,298
Phi-3 Mini,9.0,298
Gemma 3n E4B (May),9.0,298
DeepHermes 3 - Llama-3.1 8B,9.0,298
Gemma 3n E4B,8.0,305
OLMo 2 32B,8.0,305
Granite 4.0 H 1B,8.0,305
Jamba 1.5 Mini,8.0,305
Exaone 4.0 1.2B,7.0,309
LFM2 8B A1B,7.0,309
Gemma 3 4B,7.0,309
Qwen3 1.7B,7.0,309
DeepSeek R1 Distill Qwen 1.5B,7.0,309
LFM 40B,7.0,309
Jamba Reasoning 3B,6.0,315
Command-R (Mar),6.0,315
Gemma 3n E2B,5.0,317
Llama 3.2 3B,5.0,317
QwQ 32B-Preview,4.0,319
Qwen3 4B,4.0,319
Qwen3 1.7B,4.0,319
Qwen3 0.6B,4.0,319
OLMo 2 7B,4.0,319
Molmo 7B-D,4.0,319
Qwen3 0.6B,3.0,325
LFM2 2.6B,3.0,325
LFM2 1.2B,3.0,325
Mixtral 8x7B,3.0,325
Llama 3.2 1B,2.0,329
Granite 4.0 H 350M,2.0,329
Mistral 7B,2.0,329
Granite 4.0 350M,1.0,332
Gemma 3 1B,1.0,332
Llama 2 Chat 7B,0.0,334
Gemma 3 270M,0.0,334
