model_name,score,rank
GLM-4.5-Air,82.0,66
GPT-5 (ChatGPT),82.0,66
GPT-5.1 Codex mini (high),82.0,66
Kimi K2,82.0,66
Kimi K2 0905,82.0,66
Ling-1T,82.0,66
Magistral Medium 1.2,82.0,66
MiniMax M1 80k,82.0,66
MiniMax-M2,82.0,66
Nova 2.0 Pro Preview (low),82.0,66
Qwen3 Max Thinking,82.0,66
Qwen3 Next 80B A3B Non-Thinking,82.0,66
Qwen3 Next 80B A3B Thinking,82.0,66
Qwen3 VL 235B A22B Non-Thinking,82.0,66
Qwen3 VL 32B Thinking,82.0,66
Seed-OSS-36B-Instruct,82.0,66
GPT-4.1,81.0,84
GPT-5 (minimal),81.0,84
GPT-5.2,81.0,84
Gemini 2.0 Pro Experimental,81.0,84
Gemini 2.5 Flash Non-Thinking 2505,81.0,84
Gemini 2.5 Flash-Lite (Sep) Thinking,81.0,84
Hermes 4 70B Thinking,81.0,84
KAT-Coder-Pro V1,81.0,84
Llama 4 Maverick,81.0,84
Llama Nemotron Super 49B v1.5 Thinking,81.0,84
Mi:dm K 2.5 Pro Preview,81.0,84
MiniMax M1 40k,81.0,84
Mistral Large 3,81.0,84
Nova 2.0 Lite (medium),81.0,84
Nova 2.0 Omni (medium),81.0,84
Qwen3 30B A3B 2507 Thinking,81.0,84
Qwen3 VL 30B A3B Thinking,81.0,84
Ring-1T,81.0,84
Solar Pro 2 Thinking,81.0,84
gpt-oss-120B (high),81.0,84
Claude 3.7 Sonnet Non-Thinking,80.0,104
Claude 4.5 Haiku Non-Thinking,80.0,104
DeepSeek R1 Distill Llama 70B,80.0,104
GLM-4.6V Thinking,80.0,104
GPT-4o (Mar),80.0,104
GPT-5.1,80.0,104
Gemini 2.0 Flash Thinking exp. (Jan),80.0,104
Gemini 2.5 Flash Thinking 2504,80.0,104
Gemini 2.5 Flash-Lite (Sep) Non-Thinking,80.0,104
Grok 3,80.0,104
Motif-2-12.7B,80.0,104
Nova 2.0 Omni (low),80.0,104
Qwen3 32B Thinking,80.0,104
o3-mini (high),80.0,104
Apriel-v1.6-15B-Thinker,79.0,118
GLM-4.5V Thinking,79.0,118
GLM-4.7 Non-Thinking,79.0,118
Grok Code Fast 1,79.0,118
HyperCLOVA X SEED Think (32B),79.0,118
K2-V2 (high),79.0,118
Llama 3.3 Nemotron Super 49B Thinking,79.0,118
NVIDIA Nemotron 3 Nano Thinking,79.0,118
Nova 2.0 Lite (low),79.0,118
Qwen3 Coder 480B,79.0,118
Qwen3 Omni 30B A3B Thinking,79.0,118
Qwen3 VL 32B Non-Thinking,79.0,118
Ring-flash-2.0,79.0,118
o3-mini,79.0,118
ERNIE 4.5 300B A47B,78.0,132
GLM-4.6 Non-Thinking,78.0,132
GPT-4.1 mini,78.0,132
GPT-5 mini (minimal),78.0,132
GPT-5 nano (high),78.0,132
Gemini 2.0 Flash,78.0,132
Gemini 2.0 Flash (exp),78.0,132
Gemini 2.5 Flash Non-Thinking 2504,78.0,132
Ling-flash-2.0,78.0,132
Qwen3 30B Thinking,78.0,132
Qwen3 30B A3B 2507 Non-Thinking,78.0,132
gpt-oss-120B (low),78.0,132
Apriel-v1.5-15B-Thinker,77.0,144
Claude 3.5 Sonnet (Oct),77.0,144
EXAONE 4.0 32B Non-Thinking,77.0,144
GPT-4o (ChatGPT),77.0,144
GPT-5 nano (medium),77.0,144
Magistral Small 1.2,77.0,144
Nova 2.0 Pro Preview,77.0,144
Qwen3 14B Thinking,77.0,144
Solar Pro 2 Preview Thinking,77.0,144
Claude 4.5 Haiku Thinking,76.0,153
Devstral 2,76.0,153
Gemini 2.5 Flash-Lite Thinking,76.0,153
K2-V2 (medium),76.0,153
Mistral Medium 3,76.0,153
NVIDIA Nemotron Nano 12B v2 VL Thinking,76.0,153
OLMo 3 32B Think,76.0,153
Olmo 3.1 32B Think,76.0,153
QwQ-32B,76.0,153
Qwen2.5 Max,76.0,153
Qwen3 235B Non-Thinking,76.0,153
Qwen3 VL 30B A3B Non-Thinking,76.0,153
Sonar Pro,76.0,153
Claude 3.5 Sonnet (June),75.0,166
DeepSeek V3 (Dec),75.0,166
GLM-4.5V Non-Thinking,75.0,166
GLM-4.6V Non-Thinking,75.0,166
GPT-4o (Nov),75.0,166
Gemini 1.5 Pro (Sep),75.0,166
Llama 4 Scout,75.0,166
Magistral Medium 1,75.0,166
Magistral Small 1,75.0,166
Qwen3 VL 8B Thinking,75.0,166
Solar Pro 2 Non-Thinking,75.0,166
gpt-oss-20B (high),75.0,166
DeepSeek R1 0528 Qwen3 8B,74.0,178
DeepSeek R1 Distill Qwen 14B,74.0,178
DeepSeek R1 Distill Qwen 32B,74.0,178
GPT-4o (May),74.0,178
Grok 4.1 Fast Non-Thinking,74.0,178
MiMo-V2-Flash Non-Thinking,74.0,178
NVIDIA Nemotron Nano 9B V2 Non-Thinking,74.0,178
NVIDIA Nemotron Nano 9B V2 Thinking,74.0,178
Nova 2.0 Lite,74.0,178
Qwen3 4B 2507 Thinking,74.0,178
Qwen3 8B Thinking,74.0,178
o1-mini,74.0,178
Grok 4 Fast Non-Thinking,73.0,190
Hermes 4 405B Non-Thinking,73.0,190
Llama 3.1 405B,73.0,190
Nova Premier,73.0,190
Qwen3 32B Non-Thinking,73.0,190
Qwen3 Omni 30B A3B Non-Thinking,73.0,190
Solar Pro 2 Preview Non-Thinking,73.0,190
Gemini 2.0 Flash-Lite (Feb),72.0,197
Gemini 2.5 Flash-Lite Non-Thinking,72.0,197
Nova 2.0 Omni,72.0,197
Qwen2.5 72B,72.0,197
Tulu3 405B,72.0,197
gpt-oss-20B (low),72.0,197
Command A,71.0,203
Devstral Medium,71.0,203
Grok 2,71.0,203
K2-V2 (low),71.0,203
Llama 3.3 70B,71.0,203
Phi-4,71.0,203
Qwen3 30B Non-Thinking,71.0,203
Qwen3 Coder 30B A3B,71.0,203
Claude 3 Opus,70.0,211
Grok Beta,70.0,211
Llama 3.3 Nemotron Super 49B Non-Thinking,70.0,211
Mistral Large 2 (Nov),70.0,211
Pixtral Large,70.0,211
Qwen2.5 Instruct 32B,70.0,211
Qwen3 4B Thinking,70.0,211
Qwen3 VL 4B Thinking,70.0,211
GPT-4 Turbo,69.0,219
Llama 3.1 Nemotron 70B,69.0,219
Llama Nemotron Super 49B v1.5 Non-Thinking,69.0,219
Ministral 14B (Dec '25),69.0,219
Nova Pro,69.0,219
Qwen3 VL 8B Non-Thinking,69.0,219
Sonar,69.0,219
Devstral Small 2,68.0,226
Gemini 1.5 Flash (Sep),68.0,226
Llama 3.1 70B,68.0,226
Mistral Large 2 (Jul),68.0,226
Mistral Medium 3.1,68.0,226
Mistral Small 3.2,68.0,226
Qwen3 14B Non-Thinking,68.0,226
Gemma 3 27B,67.0,233
Ling-mini-2.0,67.0,233
Llama 3.2 90B (Vision),67.0,233
Qwen3 4B 2507 Non-Thinking,67.0,233
Reka Flash 3,67.0,233
GPT-4.1 nano,66.0,238
Gemini 1.5 Pro (May),66.0,238
Hermes 4 70B Non-Thinking,66.0,238
Mistral Small 3.1,66.0,238
OLMo 3 7B Think,66.0,238
GPT-4o mini,65.0,243
Mistral Small 3,65.0,243
NVIDIA Nemotron Nano 12B v2 VL Non-Thinking,65.0,243
QwQ 32B-Preview,65.0,243
Ministral 8B (Dec '25),64.0,247
Qwen2.5 Coder 32B,64.0,247
Qwen3 8B Non-Thinking,64.0,247
Claude 3.5 Haiku,63.0,250
Devstral Small (May),63.0,250
Qwen2.5 Turbo,63.0,250
Qwen3 VL 4B Non-Thinking,63.0,250
Devstral Small,62.0,254
Granite 4.0 H Small,62.0,254
Qwen2 72B,62.0,254
Mistral Saba,61.0,257
Gemma 3 12B,60.0,258
Exaone 4.0 1.2B Thinking,59.0,259
Kimi Linear 48B A3B Instruct,59.0,259
Nova Lite,59.0,259
Qwen3 4B Non-Thinking,59.0,259
Claude 3 Sonnet,58.0,263
DeepHermes 3 - Mistral 24B,58.0,263
Jamba 1.7 Large,58.0,263
Jamba Reasoning 3B,58.0,263
NVIDIA Nemotron 3 Nano Non-Thinking,58.0,263
Gemini 1.5 Flash (May),57.0,268
Gemini 1.5 Flash-8B,57.0,268
Hermes 3 - Llama-3.1 70B,57.0,268
Jamba 1.5 Large,57.0,268
Llama 3 70B,57.0,268
Qwen3 1.7B Thinking,57.0,268
GPT-5 nano (minimal),56.0,274
Jamba 1.6 Large,56.0,274
Llama 3.1 Nemotron Nano 4B v1.1,56.0,274
DeepSeek R1 Distill Llama 8B,54.0,277
Mixtral 8x22B,54.0,277
Mistral Small (Sep),53.0,279
Nova Micro,53.0,279
Ministral 3B (Dec '25),52.0,281
Mistral Large (Feb),52.0,281
OLMo 3 7B,52.0,281
LFM2 8B A1B,51.0,284
OLMo 2 32B,51.0,284
Claude 2.1,50.0,286
Exaone 4.0 1.2B Non-Thinking,50.0,286
Claude 2.0,49.0,288
Gemma 3n E4B,49.0,288
Mistral Medium,49.0,288
Phi-4 Multimodal,49.0,288
Gemma 3n E4B (May),48.0,292
Llama 3.1 8B,48.0,292
Granite 3.3 8B,47.0,294
Phi-4 Mini,47.0,294
Qwen2.5 Coder 7B,47.0,294
GPT-3.5 Turbo,46.0,297
Llama 3.2 11B (Vision),46.0,297
Granite 4.0 Micro,45.0,299
Phi-3 Mini,44.0,300
Claude Instant,43.0,301
Command-R+ (Apr),43.0,301
DeepSeek Coder V2 Lite,43.0,301
Gemini 1.0 Pro,43.0,301
LFM 40B,43.0,301
Gemma 3 4B,42.0,306
Mistral Small (Feb),42.0,306
Llama 2 Chat 13B,41.0,308
Llama 2 Chat 70B,41.0,308
Llama 3 8B,41.0,308
Qwen3 1.7B Non-Thinking,41.0,308
DBRX,40.0,312
Jamba 1.7 Mini,39.0,313
Mixtral 8x7B,39.0,313
Gemma 3n E2B,38.0,315
DeepHermes 3 - Llama-3.1 8B,37.0,316
Jamba 1.5 Mini,37.0,316
Jamba 1.6 Mini,37.0,316
Molmo 7B-D,37.0,316
Llama 3.2 3B,35.0,320
Qwen3 0.6B Thinking,35.0,320
Command-R (Mar),34.0,322
Granite 4.0 1B,33.0,323
OpenChat 3.5,31.0,324
LFM2 2.6B,30.0,325
Granite 4.0 H 1B,28.0,326
OLMo 2 7B,28.0,326
DeepSeek R1 Distill Qwen 1.5B,27.0,328
LFM2 1.2B,26.0,329
Mistral 7B,25.0,330
Qwen3 0.6B Non-Thinking,23.0,331
Llama 3.2 1B,20.0,332
Llama 2 Chat 7B,16.0,333
Gemma 3 1B,14.0,334
Granite 4.0 H 350M,13.0,335
Granite 4.0 350M,12.0,336
Gemma 3 270M,6.0,337
